sentiment,text
4,Think texting while driving is bad? http://tr.im/ozhe Only in India 
4,and now Im off to bed 
0,@NickyMcB I miss you and I don't know why @qnslipstream is your new BFF but I miss the old us...b4 you became ONJ... 
4,"so excited for new Set Your Goals out July 21st, nice to look forward to something "
4,"I just left Katy. We had lots of fun, and topped off lunch with maggie moos  now it's time to work."
4,"Waiting for the NEW MOON trailer on MTV Movie Awards. I like the red carpet, but fans are so crazy there! "
4,@dorkydeanna Dane Cook does suck!  Joke Theif!!!
4,homeeeeeeeeeeeeeeeeeee. today was good day 
0,I want a new car 
4,@JamesVersion2 Oh ok thats rad James! Hope you have fun with it! 
0,Looks like Rafa is out of Wimbledon.  Proper gutted 
0,@sbys me too it's so fun. 
0,I just want to go to bed...ughh but i gotta wash all this makeup and hair product off  soooo sleeeepyyyy
0,@USuMBS did you put it in the DVD or just.. extracted? err i am wondering if i need to buy a DVD.. 
4,katy perry at crawfish tonight 
4,@Amalee710 ha yeah it is a really weird movie &amp; his character is creepy but for some reason I still like it lol..Go see Up--super funny! 
4,"@KatieWoodsx Oh, subtitles. &gt;.&lt;. Oh well, I'm sure it will be good. "
4,@MoocherGirl Hi - survey seems working now 
4,wow it's really hot out there !! 
0,this twitter shit is WEIRD.... 
0,"Was thinking of picking up an unlocked Palm Pre in China, then I found out it won't work on UK networks "
0,Finals blew 
0,sick. been in bed for 2 days now 
0,My Internet is down. 
0,@iamtheplague Got the D? 
4,@gfalcone601 of course it's you. you tweet all the time and you ask the coolest questions ever. you should win. 
4,@moeart ditto! i'm so excited for november 
4,@AshleyBoo Good Morning 
0,Raining cats n dogs. 
4,Morning people! Have a lot of work to do today! 
0,@Lilayy WHAT !?!?!? There's a picture of Miley SUCKING SOMEONE ?!!? Damn...i told her to keep those safe  no but srsly is there lol ?
4,Follow @dana_michelle @desidollas @bri_baby @newjackbrenn cus theyre simply amazing 
4,@tspath  thot that was gonna say... &quot;thinks the global recession can be solved...thru a series of Tweets!&quot;
4,@malalafelix good; BUT you pay M E 
0,conan doing a twitter tracker?   say it aint so
4,"super marios brothers for DSi  so much retro status fun, I love it!"
0,stupid school!! i hate waking up in the morning 
0,@avengelynne Nothing. Just missing my hun. 
0,@jdee313 Stranger...we had an agreement I thought?! 
0,@anafree its not a free world atm unfortunately ana  but night anyway! :p
4,@Fergieofficial I'm your big fan  Boom Boom pow rocks! I love it  How are you? I'm new here  I'm so glad that I find you 
4,Haha  Aliana got denial of credit ;)
4,@isdixon Loved that the one of the son's name in the E3 Xbox360 Project Natal video was Ian Dixon.  http://bit.ly/13j5A1 #E3xbox
4,I love the smell of new technology 
0,@Ciara_b_ oh dear  still want me to come over later?
4,@jtweeti Hi there! I just realised that it's been AGES since I said hi 
4,@CrunchyK oh come on.  just a little hint 
0,@mattkuhl hey!  save the decorations for xmas n halloween. What city for the radio....  Are they digital yet? O.o
0,@grevon &amp; boltvanderhuge: isn't anyone going to come to my wedding?! ....... 
0,@Leeona_P yeah i have to  its soo gay...i hav nine followeres..if i hadnt hav deleted the other 3 i wud hav 11!! no wiat i mean12 eeps
0,washin dishes. ow. i just flipping cut myself with a knife  ow ow ow ow ow ow
4,"@senfo You need a good twitter client that traces back conversations. Sadly, all the good ones are on the Mac. "
4,Hello tweeple! Baptism was niceee.  Here at @shedevil23's place then going to hang out with her at the mall. 
4,@FOEtweets http://twitpic.com/6nqae 
0,"Oh, arse! I missed the launch of SBS Two! "
0,&amp;nd i still can't hear with my right ear 
4,Chillen at the hotel in Branson.  Gunna go to a haunted house tonight. Fun stuff!
4,Time to go to bed. Thank you @danteorpilla for the help with everything  Babywiping an old used plastic pussy for you 
0,where you go ? i miss you so 
4,I Believe In monsters fairies anD unicOrns 
4,"@smallwhiteshoes I went to one last year, and I did like it, so I dun doubt you on the F U N. "
4,@quarrygirl and great recap!!  man i wish i would have seen the corndogs...been a looooooonnng time 
4,"@BrentLauren clearly, I'll say/tweet almost anything ... LOL "
4,@Aerodynamix The mix of bands we had in common was a reassuringly broad range of genre... 
4,Had a dinner date with my husband tonight. 
4,I love having a friend who doesn't mind me sending him Lolcats. 
4,Just got my BASSET Certificate! 
0,"@saaaaaarah15 yeah might, but i kinda hope it changes haha too hot for an exam "
4,"@Sini74: I'll ask if the results were confidential and e-mail you, OK? Don't have to stick w/140 characters then! "
0,Had so much fun last night with  @marhood @alexapal @laurensab  going to miss everyone
4,@itakepeektures aha i could be like your camera assistant  im sure they get a bit heavy after a while
4,@LadyProgrammer  Maybe your daughter wants to help. That's sweet. 
4,@Brantanamo You make me laugh haha. I would come back as a pigeon because then i can poop on whoever i like ! 
0,@diddlez you has a bad timings 
4,@ToxicGiggle yeahhh. but tbh i'm more confident in this one that the church and state one 
0,why is susan boyle still in the trending topics? it's so old. and now i've helped her stay in it by saying her name  gah
0,couldn't sleep last night... been up since 3. 
4,Leaving for JC in a few minutes. Going to be a tiring day. 
4,up was funny 
0,overtime at work????? not worth it.. 
0,"Spain vs. S Africa 2-0... watching these games makes me hungry and an apple is not enough ugh.., "
4,@akisaxena LoL its a Christian song... No one's blamin anyone... 
0,fighting off the hungries 
4,@steffects yaaaa ellowww   xxxxxx
4,@daveferguson I'm thinking MLB won't be calling anytime soon 
0,Way too hot for softball today   WIsh it was a bye week... going to be sweating buckets :/
0,waiting on the rain to stop. 
0,Damn heartburn is killing me tonight 
0,amazing time at the beach. got very burnt tho  and i used lotion too! pfftt sun protection? yeah right lol x
4,@shaileelathe Thanks! You are a sweetheart! 
4,My dog tried to jump the walls of my fort and nearly fell off! I had to save her. 
4,uhuiii... move up by 1  21. yehia.org
4,I cant wait to meet my new cousin leilani  shes going to look so cute in all these new clothes!!
0,"@brentisbored aww, brenton! It's gonna be so weird not hearing celeb updates from you at school.  laaaame."
4,Now they can't get the police report to show up after 3 weeks??? Can ANYBODY do their job???  Seriously 
4,saves stars 
0,So it would appear Apple are releasing iPhone 3.0 software 17 June 'American Time' as no update this morn 
0,@aaroncarter7 you have  to be following me or I cant send you direct messages  #AC
4,hahahahaa... def told u guys to hit me up on aim and wasn't even signed in.. lol...  i am now..  nmprettygirl 
0,my head is  throbbing! fever didnt subside after ice cold bath &amp; downing iced sour plum drink 
4,I got an erotic massage that lasted much longer than I paid for. Then had hot rough sex with Mr Brazil. Now meeting #3 at Eleven 
0,Shame there's no Spotlight search of SMS in OS 3.0. 
4,"so tired, but had a fantastic day learning from @danesanders, @genehiga, and @annhamilton "
4,@ManUGirl11 see you tonight. 
0,@tylermunro No you're not.  But like 4 people unfollowed me since last night 
4,"@marielleXD oooh. you're on the star section. congratulations!  haha. btw, how are the braces?"
4,"@Caleyjags2009 hah, pretty much every guy ever! can't really say much, i'm probably worse "
0,thinks the school is torturing the table tennis team  hayz http://plurk.com/p/roj4x
4,School time. My night was nice  I've been talked with my GF on phone until 3:30 a.m.!
4,@fartingpen Saloon-&gt;Star Trek? Go where every man goes and then boldly go where no man has gone before? Star Trek is on my must see list 
0,@jemappellekim it all got a bit messy. When are you back in Melb? Just about to board flight to Adelaide 
4,THANK U MR RUDD!!!! 
4,Just had my lunch   Yippies xD LOL
4,@dmscott: wow! helpful article. i just started my blog and i realized had major violations already. 
4,doin crunches on my bed like connor  ahaha
4,That shower felt nice.. 
4,gotta go now my twitter buddies  ttyl take care 
0,@theWynk I'm sorry. Hope there aren't any more unpleasant surprises from this ordeal.  
4,Gotta love Monday mornings when you know its your last one!!! 
0,"aww, man! I just realized the Moaning Myrtles were in Birmingham yesterday. I so could have gone! "
0,"I'm hungry! But I'm not out, and don't wanna eat @ home  Starvation. http://myloc.me/5yDD"
0,"I blew it, I blew it now I have to pay for it  dang I feel awful."
4,@Bounce12 i love that song! haha!  miss you bounce!
0,@anjxoxo  ?
4,Happy birthday to me just meet cedric the entertainer. My birthday started out rough but looks like will have a happy ending 
4,"#FollowFriday @jaciburton is an amazing writer whose Tweets are as amazing, fun, witty, sassy, intelligent &amp; helpful as she is! "
0,"@GingeTalksFooty *This is me eating crow for you Ginge.... Tough, disgusting, crow.* Goodbye 4. "
0,Watching naruto and josh stole my fruit snacks 
4,@TeaganTheDog You would love bacon Teagan. There are dogs on TV here singing about bacon.  Tots are a type of potato food. like your chip
0,"@coreynjoey Yes, @trevorandkate will definitely be missed  But now I have a good reason to go caching in TX!"
0,Is not happy for Monday. I like him sooo much 
0,@melissapwns A peace sign is better than a fucking head knod from which i got from Nate! 
0,ive put up 2 blogs on mileyworld and neither are showing up  im getting on it and gonna try and fix it! sorrrryy
4,Hey ppl.. Ths s raj here 
4,shopping day 
4,"@geechi3 Well, I'd like to anyways, if I am worthy! "
0,@aeromimi sounds like you're having quite the adventure .. Wish I was there w you 
0,"@RichmondGL I'm totally impressed by your song choice, but sadly the link doesn't work "
4,ok swivelling up and down my touch and landed on Demi Lovato  i worry that swivelling up and down the screen entertains me so much
0,"@Donnette Thank You very much! I'll be ready to write and write, but now seems for nothing, I don't know how to distribute "
4,Took a nice nap 
4,@pragyavats surviving...just about 
4,@AnaKrizzia ok  toink toink 
0,@Master_Iceman I am trying to get tickets to EDC  I would have never guessed you would go to that!
0,"had the worste nights sleep ever, and woke up with teeth hurting from retainer "
0,#ebay #blogs Please help put the Ebay bloggers in a better mood they are sad   http://blogs.ebay.com/
4,@carleab great picture! 
0,Omg the horse was not even close  ~&lt;3~
4,Safari Supper night tonight. 21 Rotarians on the road from one venue to another in search for food.  #fb
0,@LadyRedCrest i see it but for me and Caine would be 140.00 each way... cant quite swing that for a one day show 
4,@the_zac_efron hey zac! do you have any plans on visiting your fans here in the Philippines? 
4,@tehflakes Watching you go through the recorded Xbox event is sorta like being in a time warp.  I like it! 
0,i dont hv ur # anymore  @arithemac
4,"Stop being an A**Hole TODAY! yeah you ,you know who I'm talking about "
4,@MrsKellybelly hi luvie 
4,@petewentz you're just the truth. tweet me. 
4,@BodyWisdomInc Thats my cell number  lol.
0,Ugh feeling not so great  i have a feeling i might hug the toilet another couple times tonight 
4,g'nite tweets  heading to NC tomorrow not sure how my connectivity will be...on the berry or wifi so...keep me in your twayers :o)
0,@AndrewFyfe Constitution is too long a word to write.. I'm going insane from NOT studying.. :S Freaking myself out 
0,@madeofhoney1 where going to dinner. i love you. i didnt like how u were mean. bye. if ur gonna be mean then 
4,@la_ri_sah tell them I said hi. 
0,"@asiarec omg, now u already know i'm down, except my momz is comin in later &amp; i'm studyin till then..  Mmm, those ribs - raincheck plz!"
0,My hotmail account has been spam free for 6 years.. until I sign up to British Gas &amp; BT. Stupid mistake and now spammed 2-3 times a day. 
0,Fml just found out my best friends against homosexuals 
0,"still got a headache, going to bed try and sleep it off "
4,@TheNoLookPass hahahaha I am in a great mood 
4,(We got *both* kinds of music here...) 
0,Pulled over to sleep in &quot;poop town&quot; Northern California smells bad 
0,Teacher's late so i'm stuck sittin here waitin.. 
0,Farrah Faucet given last rights.. God Bless you and your posters Farrah. You've made so many horny males in the 70's so very happy 
